Order,Email,Created at,Order Date,Subtotal,Discount Amount,Lineitem name,CATEGORY,Lineitem price,open_rate,click_rate
#1982,9416705985,2020-01-09 20:04:06 +1100,1/9/2020,16.9,0,Beeswax Wrap Making D.I.Y.  Starter Pack,Beeswax Wrap Making D.I.Y.  Starter Pack,16.9,85.49%,16.74%
#1981,725819489.8,2020-01-09 20:01:33 +1100,1/9/2020,16.9,0,Beeswax Wrap Making D.I.Y.  Starter Pack,Beeswax Wrap Making D.I.Y.  Starter Pack,16.9,89.41%,38.81%
#1980,90062384976,2020-01-09 20:01:04 +1100,1/9/2020,33.8,0,Beeswax Wrap Making D.I.Y.  Starter Pack,Beeswax Wrap Making D.I.Y.  Starter Pack,16.9,18.87%,10.29%
#1979,52861948745,2020-01-09 19:55:41 +1100,1/9/2020,16.9,0,Beeswax Wrap Making D.I.Y.  Starter Pack,Beeswax Wrap Making D.I.Y.  Starter Pack,16.9,57.19%,53.82%
#1978,74351295176,2020-01-09 19:09:01 +1100,1/9/2020,29.9,0,Beeswax Wrap Making Deluxe DIY Kit - Resin Free Mix,Beeswax Wrap Making Deluxe DIY Kit,29.9,88.08%,18.86%
#1977,91716990291,2020-01-09 19:07:33 +1100,1/9/2020,29.9,0,Beeswax Wrap Making Deluxe DIY Kit - Resin Free Mix,Beeswax Wrap Making Deluxe DIY Kit,29.9,13.36%,6.01%
#1976,79525600110,2020-01-09 18:51:23 +1100,1/9/2020,16.9,0,Beeswax Wrap Making D.I.Y.  Starter Pack,Beeswax Wrap Making D.I.Y.  Starter Pack,16.9,13.73%,6.26%
#1975,25192560630,2020-01-09 18:51:17 +1100,1/9/2020,119.6,0,Beeswax Wrap Making Deluxe DIY Kit - Resin Free Mix,Beeswax Wrap Making Deluxe DIY Kit,29.9,87.96%,83.80%
#1974,34039661697,2020-01-09 18:39:43 +1100,1/9/2020,29.9,0,Beeswax Wrap Making Deluxe DIY Kit - Resin Free Mix,Beeswax Wrap Making Deluxe DIY Kit,29.9,89.70%,16.14%
#1973,52733059246,2020-01-09 18:27:56 +1100,1/9/2020,46.8,,Beeswax Wrap Making Deluxe DIY Kit - Resin Free Mix,Beeswax Wrap Making Deluxe DIY Kit,29.9,39.47%,21.55%
#1973,52733059246,2020-01-09 18:27:56 +1100,1/9/2020,,0,Beeswax Wrap Making D.I.Y.  Starter Pack,Beeswax Wrap Making D.I.Y.  Starter Pack,16.9,98.36%,78.88%
#1972,98118015799,2020-01-09 18:18:29 +1100,1/9/2020,38.4,,Rich Dark Chocolate Chai Loose-Leaf Tea,Rich Dark Chocolate Chai Loose-Leaf Tea,8.5,15.61%,5.70%
#1972,98118015799,2020-01-09 18:18:29 +1100,1/9/2020,,0,Beeswax Wrap Making Deluxe DIY Kit - Resin Free Mix,Beeswax Wrap Making Deluxe DIY Kit,29.9,13.94%,10.18%
#1971,20557011572,2020-01-09 17:20:10 +1100,1/9/2020,29.9,0,Beeswax Wrap Making Deluxe DIY Kit - Resin Free Mix,Beeswax Wrap Making Deluxe DIY Kit,29.9,69.51%,69.41%
#1970,23134386470,2020-01-09 12:46:10 +1100,1/9/2020,35,0,Black Tea Gift Box,Black Tea Gift Box,35,54.42%,8.02%
#1969,18854145081,2020-01-09 12:07:03 +1100,1/9/2020,51,0,Creamy White Chocolate Chai,Creamy White Chocolate Chai,8.5,70.26%,63.30%
#1968,60020155770,2020-01-09 01:26:26 +1100,1/9/2020,8.5,0,Creamy White Chocolate Chai,Creamy White Chocolate Chai,8.5,16.79%,14.44%
#1967,76617637796,2020-01-08 19:49:42 +1100,1/8/2020,17,0,Original Authentic Masala Chai,Original Authentic Masala Chai,8.5,86.42%,71.06%
#1966,48262485030,2020-01-08 12:08:58 +1100,1/8/2020,15.9,0,Honey Butter Balm With Macadamia Oil For Very Dry Skin,Honey Butter Balm With Macadamia Oil For Very Dry Skin,15.9,57.99%,39.57%
#1965,29178949414,2020-01-08 09:27:44 +1100,1/8/2020,8.5,0,Original Authentic Masala Chai,Original Authentic Masala Chai,8.5,20.23%,17.44%
#1964,24548514423,2020-01-07 23:11:58 +1100,1/7/2020,55,,Gift wrapping,Gift wrapping,5,57.24%,1.82%
#1964,24548514423,2020-01-07 23:11:58 +1100,1/7/2020,,0,Australian Honey and Chai Tea Gift Box with Handmade Soap And Dry Skin Balm - Masala Chai / Heart Shaped Tea Infuser,Australian Honey and Chai Tea Gift Box with Handmade Soap And Dry Skin Balm,50,9.67%,4.97%
#1963,2080301325,2020-01-07 21:43:38 +1100,1/7/2020,17,0,Creamy White Chocolate Chai,Creamy White Chocolate Chai,8.5,65.09%,10.80%
#1962,91112734963,2020-01-07 18:17:06 +1100,1/7/2020,62,,Chai Loose Leaf Tea 6 Pack Selection,Chai Loose Leaf Tea 6 Pack Selection,45,46.79%,13.89%
#1962,91112734963,2020-01-07 18:17:06 +1100,1/7/2020,,0,Original Authentic Masala Chai,Original Authentic Masala Chai,8.5,43.79%,9.33%
#1961,47429769907,2020-01-07 10:05:09 +1100,1/7/2020,17,0,Creamy White Chocolate Chai,Creamy White Chocolate Chai,8.5,30.24%,29.98%
#1960,86503806948,2020-01-07 09:41:27 +1100,1/7/2020,45,0,Chai Loose Leaf Tea 6 Pack Selection,Chai Loose Leaf Tea 6 Pack Selection,45,73.51%,49.72%
#1959,77353703931,2020-01-06 16:25:28 +1100,1/6/2020,45,0,Chai Loose Leaf Tea 6 Pack Selection,Chai Loose Leaf Tea 6 Pack Selection,45,44.20%,27.79%
#1958,80383401346,2020-01-06 15:20:06 +1100,1/6/2020,95,,Gift wrapping,Gift wrapping,5,13.86%,4.20%
#1958,80383401346,2020-01-06 15:20:06 +1100,1/6/2020,,0,Chai Loose Leaf Tea 6 Pack Selection,Chai Loose Leaf Tea 6 Pack Selection,45,48.33%,24.97%
#1957,77872267644,2020-01-06 15:07:48 +1100,1/6/2020,45,0,Chai Loose Leaf Tea 6 Pack Selection,Chai Loose Leaf Tea 6 Pack Selection,45,0.87%,0.77%
#1956,44164740415,2020-01-06 14:45:13 +1100,1/6/2020,47.7,0,Honey Butter Balm With Macadamia Oil For Very Dry Skin,Honey Butter Balm With Macadamia Oil For Very Dry Skin,15.9,54.97%,24.16%
#1955,45213634365,2020-01-06 12:29:29 +1100,1/6/2020,45,0,Chai Loose Leaf Tea 6 Pack Selection,Chai Loose Leaf Tea 6 Pack Selection,45,41.96%,36.67%
#1954,80664944614,2020-01-06 11:23:57 +1100,1/6/2020,34,0,Creamy White Chocolate Chai,Creamy White Chocolate Chai,8.5,39.21%,29.39%
#1953,31231035011,2020-01-06 11:10:08 +1100,1/6/2020,26.5,,Creamy White Chocolate Chai,Creamy White Chocolate Chai,8.5,66.45%,35.74%
#1953,31231035011,2020-01-06 11:10:08 +1100,1/6/2020,,,Original Authentic Masala Chai,Original Authentic Masala Chai,8.5,73.36%,8.42%
#1953,31231035011,2020-01-06 11:10:08 +1100,1/6/2020,,0,Sweet'n'Sticky Honey Chai Loose-Leaf Tea,Sweet'n'Sticky Honey Chai Loose-Leaf Tea,9.5,53.20%,51.15%
#1952,42355006642,2020-01-06 11:04:14 +1100,1/6/2020,30,0,Mini Chai Tea Gift Box with Australian Raw Honey - Original Masala Chai / White Chocolate Chai,Mini Chai Tea Gift Box with Australian Raw Honey,30,41.61%,40.95%
#1951,88950140288,2020-01-06 09:11:33 +1100,1/6/2020,30,0,Mini Chai Tea Gift Box with Australian Raw Honey - Original Masala Chai / Dark Chocolate Chai,Mini Chai Tea Gift Box with Australian Raw Honey,30,2.16%,1.82%
#1950,81833778845,2020-01-05 23:21:07 +1100,1/5/2020,45,0,Chai Loose Leaf Tea 6 Pack Selection,Chai Loose Leaf Tea 6 Pack Selection,45,88.75%,19.80%
#1949,92959603164,2020-01-05 23:11:55 +1100,1/5/2020,45,0,Chai Loose Leaf Tea 6 Pack Selection,Chai Loose Leaf Tea 6 Pack Selection,45,39.18%,34.54%
#1948,75670500594,2020-01-05 22:20:43 +1100,1/5/2020,46.9,,Beeswax Wrap Making Deluxe DIY Kit - Resin Free Mix,Beeswax Wrap Making Deluxe DIY Kit,29.9,96.82%,28.47%
#1948,75670500594,2020-01-05 22:20:43 +1100,1/5/2020,,,Original Authentic Masala Chai,Original Authentic Masala Chai,8.5,46.82%,2.61%
#1948,75670500594,2020-01-05 22:20:43 +1100,1/5/2020,,0,Creamy White Chocolate Chai,Creamy White Chocolate Chai,8.5,95.07%,79.09%
#1947,40802320469,2020-01-05 22:10:14 +1100,1/5/2020,17,,Original Authentic Masala Chai,Original Authentic Masala Chai,8.5,34.93%,24.64%
#1947,40802320469,2020-01-05 22:10:14 +1100,1/5/2020,,0,Creamy White Chocolate Chai,Creamy White Chocolate Chai,8.5,66.35%,37.35%
#1946,30135945358,2020-01-05 21:52:59 +1100,1/5/2020,17,,Warm Chilli Chai,Warm Chilli Chai,8.5,96.75%,61.47%
#1946,30135945358,2020-01-05 21:52:59 +1100,1/5/2020,,0,Creamy White Chocolate Chai,Creamy White Chocolate Chai,8.5,62.50%,27.49%
#1945,8078826533,2020-01-05 21:38:07 +1100,1/5/2020,45,0,Chai Loose Leaf Tea 6 Pack Selection,Chai Loose Leaf Tea 6 Pack Selection,45,17.43%,1.17%
#1944,25597103836,2020-01-05 20:31:55 +1100,1/5/2020,26.9,,Rich Dark Chocolate Chai Loose-Leaf Tea,Rich Dark Chocolate Chai Loose-Leaf Tea,8.5,21.54%,6.82%
#1944,25597103836,2020-01-05 20:31:55 +1100,1/5/2020,,,Creamy White Chocolate Chai,Creamy White Chocolate Chai,8.5,96.24%,52.05%
#1944,25597103836,2020-01-05 20:31:55 +1100,1/5/2020,,0,Raw Australian Beeswax Mini Blocks -100g Pack,Raw Australian Beeswax Mini Blocks -100g Pack,9.9,53.13%,44.83%
#1943,38003583797,2020-01-05 20:02:22 +1100,1/5/2020,29.9,0,Beeswax Wrap Making Deluxe DIY Kit - Resin Free Mix,Beeswax Wrap Making Deluxe DIY Kit,29.9,29.17%,12.77%
#1942,54179879339,2020-01-05 19:39:16 +1100,1/5/2020,45,0,Chai Loose Leaf Tea 6 Pack Selection,Chai Loose Leaf Tea 6 Pack Selection,45,29.31%,25.53%
#1941,22465159589,2020-01-05 19:34:57 +1100,1/5/2020,45,0,Chai Loose Leaf Tea 6 Pack Selection,Chai Loose Leaf Tea 6 Pack Selection,45,51.07%,8.90%
#1940,68674570301,2020-01-04 23:40:38 +1100,1/4/2020,68.2,,Beeswax Wrap Making D.I.Y.  Starter Pack,Beeswax Wrap Making D.I.Y.  Starter Pack,16.9,63.82%,3.52%
#1940,68674570301,2020-01-04 23:40:38 +1100,1/4/2020,,,Honey Butter Balm With Macadamia Oil For Very Dry Skin,Honey Butter Balm With Macadamia Oil For Very Dry Skin,15.9,13.14%,11.48%
#1940,68674570301,2020-01-04 23:40:38 +1100,1/4/2020,,0,Beeswax Wood Polish with Raw Linseed Oil,Beeswax Wood Polish with Raw Linseed Oil,18.5,54.87%,29.95%
#1939,91029783324,2020-01-04 20:38:16 +1100,1/4/2020,42.4,,Honey Butter Balm With Macadamia Oil For Very Dry Skin,Honey Butter Balm With Macadamia Oil For Very Dry Skin,15.9,40.21%,25.98%
#1939,91029783324,2020-01-04 20:38:16 +1100,1/4/2020,,,Rich Dark Chocolate Chai Loose-Leaf Tea,Rich Dark Chocolate Chai Loose-Leaf Tea,8.5,95.96%,31.51%
#1939,91029783324,2020-01-04 20:38:16 +1100,1/4/2020,,,Sweet'n'Sticky Honey Chai Loose-Leaf Tea,Sweet'n'Sticky Honey Chai Loose-Leaf Tea,9.5,70.07%,34.86%
#1939,91029783324,2020-01-04 20:38:16 +1100,1/4/2020,,0,Creamy White Chocolate Chai,Creamy White Chocolate Chai,8.5,64.42%,39.20%
#1938,31118971319,2020-01-04 15:31:14 +1100,1/4/2020,48.8,,Honey Butter Balm With Macadamia Oil For Very Dry Skin,Honey Butter Balm With Macadamia Oil For Very Dry Skin,15.9,81.97%,42.33%
#1938,31118971319,2020-01-04 15:31:14 +1100,1/4/2020,,0,Creamy White Chocolate Chai,Creamy White Chocolate Chai,8.5,84.96%,39.92%
#1937,56782122063,2020-01-04 13:37:49 +1100,1/4/2020,26.5,,Rich Dark Chocolate Chai Loose-Leaf Tea,Rich Dark Chocolate Chai Loose-Leaf Tea,8.5,12.75%,8.52%
#1937,56782122063,2020-01-04 13:37:49 +1100,1/4/2020,,,Sweet'n'Sticky Honey Chai Loose-Leaf Tea,Sweet'n'Sticky Honey Chai Loose-Leaf Tea,9.5,38.67%,6.36%
#1937,56782122063,2020-01-04 13:37:49 +1100,1/4/2020,,0,Creamy White Chocolate Chai,Creamy White Chocolate Chai,8.5,83.45%,31.69%
#1936,73131615648,2020-01-02 22:04:26 +1100,1/2/2020,50,0,Australian Honey and Chai Tea Gift Box with Handmade Soap And Dry Skin Balm - Dark Chocolate Chai / Stainless Steel Mesh Tea Ball,Australian Honey and Chai Tea Gift Box with Handmade Soap And Dry Skin Balm,50,69.78%,60.08%
#1935,30806656012,2020-01-02 17:55:09 +1100,1/2/2020,29.9,0,Beeswax Wrap Making Deluxe DIY Kit - Resin Free Mix,Beeswax Wrap Making Deluxe DIY Kit,29.9,97.89%,85.15%
#1934,82290441025,2020-01-01 13:01:40 +1100,1/1/2020,29.9,0,Beeswax Wrap Making Deluxe DIY Kit - Resin Free Mix,Beeswax Wrap Making Deluxe DIY Kit,29.9,1.50%,0.64%
#1933,17278686038,2019-12-31 09:08:45 +1100,12/31/2019,53.9,,Beeswax Wood Polish with Raw Linseed Oil,Beeswax Wood Polish with Raw Linseed Oil,18.5,65.29%,54.38%
#1933,17278686038,2019-12-31 09:08:45 +1100,12/31/2019,,,Honey Butter Balm With Macadamia Oil For Very Dry Skin,Honey Butter Balm With Macadamia Oil For Very Dry Skin,15.9,47.10%,2.14%
#1933,17278686038,2019-12-31 09:08:45 +1100,12/31/2019,,0,Beeswax Leather Polish/Conditioner with Raw Cocoa Butter,Beeswax Leather Polish/Conditioner with Raw Cocoa Butter,19.5,61.37%,51.07%
#1932,43923835934,2019-12-31 07:17:24 +1100,12/31/2019,29.9,0,Beeswax Wrap Making Deluxe DIY Kit - Resin Free Mix,Beeswax Wrap Making Deluxe DIY Kit,29.9,27.24%,18.78%
#1931,71121587353,2019-12-30 22:07:06 +1100,12/30/2019,29.9,0,Beeswax Wrap Making Deluxe DIY Kit - Resin Free Mix,Beeswax Wrap Making Deluxe DIY Kit,29.9,6.98%,2.99%
#1930,70261273150,2019-12-30 21:03:36 +1100,12/30/2019,16.9,0,Beeswax Wrap Making D.I.Y.  Starter Pack,Beeswax Wrap Making D.I.Y.  Starter Pack,16.9,33.89%,10.45%
#1929,88575193910,2019-12-30 18:47:32 +1100,12/30/2019,18.5,0,Beeswax Wood Polish with Raw Linseed Oil,Beeswax Wood Polish with Raw Linseed Oil,18.5,69.68%,21.27%
#1928,6900104413,2019-12-29 15:59:18 +1100,12/29/2019,9.9,0,Raw Australian Beeswax Mini Blocks -100g Pack,Raw Australian Beeswax Mini Blocks -100g Pack,9.9,14.47%,11.37%
#1927,8828404217,2019-12-29 15:15:42 +1100,12/29/2019,29.9,0,Beeswax Wrap Making Deluxe DIY Kit - Resin Free Mix,Beeswax Wrap Making Deluxe DIY Kit,29.9,2.54%,0.48%
#1926,40916941497,2019-12-29 11:15:49 +1100,12/29/2019,9.9,0,Raw Australian Beeswax Mini Blocks -100g Pack,Raw Australian Beeswax Mini Blocks -100g Pack,9.9,57.09%,23.12%
#1925,72348758565,2019-12-29 10:41:25 +1100,12/29/2019,29.9,0,Beeswax Wrap Making Deluxe DIY Kit - Resin Free Mix,Beeswax Wrap Making Deluxe DIY Kit,29.9,26.75%,5.33%
#1924,31737559003,2019-12-23 23:13:13 +1100,12/23/2019,33.8,0,Beeswax Wrap Making D.I.Y.  Starter Pack,Beeswax Wrap Making D.I.Y.  Starter Pack,16.9,5.02%,0.71%
#1923,5396748939,2019-12-23 13:01:47 +1100,12/23/2019,16.9,0,Beeswax Wrap Making D.I.Y.  Starter Pack,Beeswax Wrap Making D.I.Y.  Starter Pack,16.9,51.04%,7.52%
#1922,65362035250,2019-12-22 17:19:47 +1100,12/22/2019,32.8,,Honey Butter Balm With Macadamia Oil For Very Dry Skin,Honey Butter Balm With Macadamia Oil For Very Dry Skin,15.9,0.01%,0.00%
#1922,65362035250,2019-12-22 17:19:47 +1100,12/22/2019,,0,Beeswax Wrap Making D.I.Y.  Starter Pack,Beeswax Wrap Making D.I.Y.  Starter Pack,16.9,43.63%,22.63%
#1921,70172366337,2019-12-22 16:25:24 +1100,12/22/2019,29.9,0,Beeswax Wrap Making Deluxe DIY Kit - Resin Free Mix,Beeswax Wrap Making Deluxe DIY Kit,29.9,82.38%,16.03%
#1920,83063809160,2019-12-22 15:08:39 +1100,12/22/2019,48.4,,Beeswax Wood Polish with Raw Linseed Oil,Beeswax Wood Polish with Raw Linseed Oil,18.5,32.08%,4.72%
#1920,83063809160,2019-12-22 15:08:39 +1100,12/22/2019,,0,Beeswax Wrap Making Deluxe DIY Kit - Resin Free Mix,Beeswax Wrap Making Deluxe DIY Kit,29.9,61.03%,17.44%
#1919,8795533807,2019-12-22 14:18:19 +1100,12/22/2019,26.9,,Handmade Hair bows with bee print,Handmade Hair bows with bee print,10,86.46%,54.14%
#1919,8795533807,2019-12-22 14:18:19 +1100,12/22/2019,,0,Beeswax Wrap Making D.I.Y.  Starter Pack,Beeswax Wrap Making D.I.Y.  Starter Pack,16.9,5.51%,3.25%
#1918,#N/A,2019-12-22 14:08:38 +1100,12/22/2019,59.8,0,Beeswax Wrap Making Deluxe DIY Kit - Resin Free Mix,Beeswax Wrap Making Deluxe DIY Kit,29.9,32.35%,27.27%
#1917,28870595249,2019-12-22 08:04:49 +1100,12/22/2019,42.9,,Rich Dark Chocolate Chai Loose-Leaf Tea,Rich Dark Chocolate Chai Loose-Leaf Tea,8.5,22.42%,21.12%
#1917,28870595249,2019-12-22 08:04:49 +1100,12/22/2019,,,Honey Butter Balm With Macadamia Oil For Very Dry Skin,Honey Butter Balm With Macadamia Oil For Very Dry Skin,15.9,67.12%,60.29%
#1917,28870595249,2019-12-22 08:04:49 +1100,12/22/2019,,0,Beeswax Wood Polish with Raw Linseed Oil,Beeswax Wood Polish with Raw Linseed Oil,18.5,21.40%,13.74%
#1916,43028081089,2019-12-21 22:40:06 +1100,12/21/2019,29.9,0,Beeswax Wrap Making Deluxe DIY Kit - Resin Free Mix,Beeswax Wrap Making Deluxe DIY Kit,29.9,96.09%,42.05%
#1915,32682903689,2019-12-21 22:00:35 +1100,12/21/2019,29.9,0,Beeswax Wrap Making Deluxe DIY Kit - Resin Free Mix,Beeswax Wrap Making Deluxe DIY Kit,29.9,84.15%,80.59%
#1914,7560779758,2019-12-21 20:11:42 +1100,12/21/2019,29.9,0,Beeswax Wrap Making Deluxe DIY Kit - Resin Free Mix,Beeswax Wrap Making Deluxe DIY Kit,29.9,30.68%,23.21%
#1913,78583070241,2019-12-21 17:24:29 +1100,12/21/2019,18.5,0,Beeswax Wood Polish with Raw Linseed Oil,Beeswax Wood Polish with Raw Linseed Oil,18.5,52.10%,20.85%
#1912,25454007073,2019-12-21 16:30:09 +1100,12/21/2019,29.9,0,Beeswax Wrap Making Deluxe DIY Kit - Resin Free Mix,Beeswax Wrap Making Deluxe DIY Kit,29.9,69.82%,13.52%
#1911,97017807239,2019-12-21 14:08:24 +1100,12/21/2019,55.5,0,Beeswax Wood Polish with Raw Linseed Oil,Beeswax Wood Polish with Raw Linseed Oil,18.5,91.22%,54.69%
#1910,65824395344,2019-12-21 13:49:23 +1100,12/21/2019,29.9,0,Beeswax Wrap Making Deluxe DIY Kit - Resin Free Mix,Beeswax Wrap Making Deluxe DIY Kit,29.9,23.66%,9.39%
#1909,73449323044,2019-12-21 13:21:29 +1100,12/21/2019,47.9,,Beeswax Leather Polish/Conditioner with Raw Cocoa Butter,Beeswax Leather Polish/Conditioner with Raw Cocoa Butter,19.5,71.00%,5.44%
#1909,73449323044,2019-12-21 13:21:29 +1100,12/21/2019,,,Beeswax Wood Polish with Raw Linseed Oil,Beeswax Wood Polish with Raw Linseed Oil,18.5,99.58%,16.65%
#1909,73449323044,2019-12-21 13:21:29 +1100,12/21/2019,,0,Raw Australian Beeswax Mini Blocks -100g Pack,Raw Australian Beeswax Mini Blocks -100g Pack,9.9,71.45%,34.38%
#1908,76837389265,2019-12-21 12:43:58 +1100,12/21/2019,75.7,,Honey Butter Balm With Macadamia Oil For Very Dry Skin,Honey Butter Balm With Macadamia Oil For Very Dry Skin,15.9,98.24%,26.78%
#1908,76837389265,2019-12-21 12:43:58 +1100,12/21/2019,,0,Beeswax Wrap Making Deluxe DIY Kit - Resin Free Mix,Beeswax Wrap Making Deluxe DIY Kit,29.9,66.64%,51.78%
#1907,28865836089,2019-12-21 12:37:56 +1100,12/21/2019,63.6,0,Honey Butter Balm With Macadamia Oil For Very Dry Skin,Honey Butter Balm With Macadamia Oil For Very Dry Skin,15.9,17.35%,16.28%
#1906,7805143824,2019-12-21 12:33:20 +1100,12/21/2019,19.5,0,Beeswax Leather Polish/Conditioner with Raw Cocoa Butter,Beeswax Leather Polish/Conditioner with Raw Cocoa Butter,19.5,5.24%,0.05%
#1905,93598214674,2019-12-21 11:30:50 +1100,12/21/2019,18,,Sweet'n'Sticky Honey Chai Loose-Leaf Tea,Sweet'n'Sticky Honey Chai Loose-Leaf Tea,9.5,18.65%,9.98%
#1905,93598214674,2019-12-21 11:30:50 +1100,12/21/2019,,0,Creamy White Chocolate Chai,Creamy White Chocolate Chai,8.5,42.51%,8.39%
#1904,26874382460,2019-12-21 10:45:10 +1100,12/21/2019,67.6,0,Beeswax Wrap Making D.I.Y.  Starter Pack,Beeswax Wrap Making D.I.Y.  Starter Pack,16.9,23.02%,7.40%
#1903,15229922864,2019-12-21 10:34:48 +1100,12/21/2019,67.6,0,Beeswax Wrap Making D.I.Y.  Starter Pack,Beeswax Wrap Making D.I.Y.  Starter Pack,16.9,68.61%,22.02%
#1902,69551537923,2019-12-21 09:17:19 +1100,12/21/2019,36.4,,Beeswax Leather Polish/Conditioner with Raw Cocoa Butter,Beeswax Leather Polish/Conditioner with Raw Cocoa Butter,19.5,88.39%,16.88%
#1902,69551537923,2019-12-21 09:17:19 +1100,12/21/2019,,0,Beeswax Wrap Making D.I.Y.  Starter Pack,Beeswax Wrap Making D.I.Y.  Starter Pack,16.9,16.31%,6.81%
#1901,36642028234,2019-12-20 16:21:12 +1100,12/20/2019,48.4,,Beeswax Wood Polish with Raw Linseed Oil,Beeswax Wood Polish with Raw Linseed Oil,18.5,27.65%,5.15%
#1901,36642028234,2019-12-20 16:21:12 +1100,12/20/2019,,0,Beeswax Wrap Making Deluxe DIY Kit - Resin Free Mix,Beeswax Wrap Making Deluxe DIY Kit,29.9,26.95%,13.36%
#1900,89871702872,2019-12-19 12:18:18 +1100,12/19/2019,79.9,,Beeswax Wrap Making Deluxe DIY Kit - Resin Free Mix,Beeswax Wrap Making Deluxe DIY Kit,29.9,9.16%,6.29%
#1900,89871702872,2019-12-19 12:18:18 +1100,12/19/2019,,0,Australian Honey and Chai Tea Gift Box with Handmade Soap And Dry Skin Balm - Australian Black Tea / Stainless Steel Mesh Tea Ball,Australian Honey and Chai Tea Gift Box with Handmade Soap And Dry Skin Balm,50,63.27%,0.15%
#1899,75336028799,2019-12-18 14:17:23 +1100,12/18/2019,104.3,,Original Authentic Masala Chai,Original Authentic Masala Chai,8.5,74.56%,40.15%
#1899,75336028799,2019-12-18 14:17:23 +1100,12/18/2019,,,Honey Butter Balm With Macadamia Oil For Very Dry Skin,Honey Butter Balm With Macadamia Oil For Very Dry Skin,15.9,7.48%,0.66%
#1899,75336028799,2019-12-18 14:17:23 +1100,12/18/2019,,,Australian Honey and Chai Tea Gift Box with Handmade Soap And Dry Skin Balm - Australian Black Tea / Stainless Steel Mesh Tea Ball,Australian Honey and Chai Tea Gift Box with Handmade Soap And Dry Skin Balm,50,16.13%,16.10%
#1899,75336028799,2019-12-18 14:17:23 +1100,12/18/2019,,0,Beeswax Wrap Making Deluxe DIY Kit - Resin Free Mix,Beeswax Wrap Making Deluxe DIY Kit,29.9,94.60%,35.18%
#1898,61256907661,2019-12-18 07:13:41 +1100,12/18/2019,42.5,,Rich Dark Chocolate Chai Loose-Leaf Tea,Rich Dark Chocolate Chai Loose-Leaf Tea,8.5,95.84%,92.64%
#1898,61256907661,2019-12-18 07:13:41 +1100,12/18/2019,,,Warm Chilli Chai,Warm Chilli Chai,8.5,46.04%,23.78%
#1898,61256907661,2019-12-18 07:13:41 +1100,12/18/2019,,0,Creamy White Chocolate Chai,Creamy White Chocolate Chai,8.5,7.78%,0.61%
#1897,54316075534,2019-12-17 16:06:41 +1100,12/17/2019,59.8,0,Beeswax Wrap Making Deluxe DIY Kit - Resin Free Mix,Beeswax Wrap Making Deluxe DIY Kit,29.9,74.55%,59.27%
#1896,40508476482,2019-12-17 14:29:19 +1100,12/17/2019,69.9,,Gift wrapping,Gift wrapping,5,93.46%,37.26%
#1896,40508476482,2019-12-17 14:29:19 +1100,12/17/2019,,,Mini Chai Tea Gift Box with Australian Raw Honey - Original Masala Chai / Just one tea thanks,Mini Chai Tea Gift Box with Australian Raw Honey,25,85.77%,36.42%
#1896,40508476482,2019-12-17 14:29:19 +1100,12/17/2019,,,Handmade Hair bows with bee print,Handmade Hair bows with bee print,10,3.31%,2.25%
#1896,40508476482,2019-12-17 14:29:19 +1100,12/17/2019,,0,Beeswax Wrap Making Deluxe DIY Kit - Resin Free Mix,Beeswax Wrap Making Deluxe DIY Kit,29.9,57.01%,25.07%
#1895,83372836227,2019-12-17 09:13:27 +1100,12/17/2019,38,,Beeswax Wood Polish with Raw Linseed Oil,Beeswax Wood Polish with Raw Linseed Oil,18.5,56.76%,49.78%
#1895,83372836227,2019-12-17 09:13:27 +1100,12/17/2019,,0,Beeswax Leather Polish/Conditioner with Raw Cocoa Butter,Beeswax Leather Polish/Conditioner with Raw Cocoa Butter,19.5,3.74%,3.33%
#1894,40413899686,2019-12-17 06:23:34 +1100,12/17/2019,18.5,0,Beeswax Wood Polish with Raw Linseed Oil,Beeswax Wood Polish with Raw Linseed Oil,18.5,15.56%,2.73%
#1893,82918672405,2019-12-16 17:50:19 +1100,12/16/2019,29.9,0,Beeswax Wrap Making Deluxe DIY Kit - Resin Free Mix,Beeswax Wrap Making Deluxe DIY Kit,29.9,66.51%,40.53%
#1892,39549158838,2019-12-16 14:37:25 +1100,12/16/2019,15.9,0,Honey Butter Balm With Macadamia Oil For Very Dry Skin,Honey Butter Balm With Macadamia Oil For Very Dry Skin,15.9,40.94%,29.12%
#1891,1275319817,2019-12-16 11:11:30 +1100,12/16/2019,29.9,0,Beeswax Wrap Making Deluxe DIY Kit - Resin Free Mix,Beeswax Wrap Making Deluxe DIY Kit,29.9,55.25%,17.24%
#1890,60307081028,2019-12-16 09:05:23 +1100,12/16/2019,29.9,0,Beeswax Wrap Making Deluxe DIY Kit - Resin Free Mix,Beeswax Wrap Making Deluxe DIY Kit,29.9,23.44%,22.23%
#1889,68334177535,2019-12-16 07:52:42 +1100,12/16/2019,29.9,0,Beeswax Wrap Making Deluxe DIY Kit - Resin Free Mix,Beeswax Wrap Making Deluxe DIY Kit,29.9,57.22%,38.78%
#1888,70982610093,2019-12-16 07:49:24 +1100,12/16/2019,18.5,0,Beeswax Wood Polish with Raw Linseed Oil,Beeswax Wood Polish with Raw Linseed Oil,18.5,34.70%,32.84%
